INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
298301433,12/20/2024,19:40:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),FALSE,18-24,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,"1,004,175","253,200",40.861639,-73.927966,POINT (-73.927966 40.861639)
298301433,12/20/2024,19:40:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),FALSE,<18,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,"1,004,175","253,200",40.861639,-73.927966,POINT (-73.927966 40.861639)
298316135,12/20/2024,20:55:00,QUEENS,OUTSIDE,109,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,"1,023,819","224,864",40.783797,-73.857115,POINT (-73.857115 40.783797)
298301433,12/20/2024,19:40:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),FALSE,<18,M,BLACK,<18,M,BLACK HISPANIC,"1,004,175","253,200",40.861639,-73.927966,POINT (-73.927966 40.861639)
298257178,12/19/2024,7:20:00,BRONX,OUTSIDE,46,0,STREET,(null),TRUE,25-44,M,BLACK,25-44,M,BLACK HISPANIC,"1,010,124","247,779",40.846733,-73.906481,POINT (-73.906481 40.846733)
298263882,12/19/2024,21:10:00,QUEENS,INSIDE,109,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,ASIAN / PACIFIC ISLANDER,"1,030,164","214,448",40.755178,-73.834275,POINT (-73.834275 40.755178)
298263882,12/19/2024,21:10:00,QUEENS,INSIDE,109,0,STREET,(null),TRUE,(null),(null),(null),25-44,M,ASIAN / PACIFIC ISLANDER,"1,030,164","214,448",40.755178,-73.834275,POINT (-73.834275 40.755178)
298162845,12/18/2024,2:24:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,009,652","183,399",40.670029,-73.908427,POINT (-73.908427 40.670029)
298147867,12/17/2024,23:08:00,BRONX,INSIDE,50,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,<18,M,WHITE HISPANIC,"1,009,975","258,835",40.877081,-73.906973,POINT (-73.906973 40.877081)
298139842,12/17/2024,14:23:00,BRONX,OUTSIDE,42,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,"1,009,353","239,589",40.824259,-73.909295,POINT (-73.909295 40.824259)
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,"1,026,304","225,239",40.784806,-73.848139,POINT (-73.848139 40.784806)
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,25-44,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,"1,026,304","225,239",40.784806,-73.848139,POINT (-73.848139 40.784806)
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,"1,026,304","225,239",40.784806,-73.848139,POINT (-73.848139 40.784806)
298078464,12/16/2024,13:50:00,BRONX,INSIDE,42,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,(null),(null),(null),25-44,M,BLACK,"1,009,417","240,071",40.825581,-73.909065,POINT (-73.909065 40.825581)
298079917,12/16/2024,1:05:00,QUEENS,INSIDE,109,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,"1,026,304","225,239",40.784806,-73.848139,POINT (-73.848139 40.784806)
298034554,12/15/2024,17:50:00,BRONX,OUTSIDE,43,0,STREET,(null),TRUE,<18,F,WHITE HISPANIC,25-44,M,BLACK,"1,024,906","238,243",40.820506,-73.853109,POINT (-73.853109 40.820506)
298039240,12/15/2024,1:27:00,BROOKLYN,OUTSIDE,73,0,VEHICLE,(null),FALSE,<18,M,BLACK,<18,M,BLACK,"1,009,188","178,234",40.655853,-73.910122,POINT (-73.910122 40.655853)
298039240,12/15/2024,1:27:00,BROOKLYN,OUTSIDE,73,0,VEHICLE,(null),FALSE,<18,M,BLACK,25-44,M,BLACK,"1,009,188","178,234",40.655853,-73.910122,POINT (-73.910122 40.655853)
298034554,12/15/2024,17:50:00,BRONX,OUTSIDE,43,0,STREET,(null),TRUE,18-24,M,WHITE HISPANIC,25-44,M,BLACK,"1,024,906","238,243",40.820506,-73.853109,POINT (-73.853109 40.820506)
298034554,12/15/2024,17:50:00,BRONX,OUTSIDE,43,0,STREET,(null),TRUE,18-24,U,UNKNOWN,25-44,M,BLACK,"1,024,906","238,243",40.820506,-73.853109,POINT (-73.853109 40.820506)
298034554,12/15/2024,17:50:00,BRONX,OUTSIDE,43,0,STREET,(null),TRUE,18-24,M,BLACK HISPANIC,25-44,M,BLACK,"1,024,906","238,243",40.820506,-73.853109,POINT (-73.853109 40.820506)
298034553,12/14/2024,23:00:00,MANHATTAN,INSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,TRUE,45-64,M,BLACK,25-44,M,BLACK,"1,001,767","241,659",40.829956,-73.936699,POINT (-73.936699 40.829956)
298009207,12/14/2024,18:20:00,BRONX,OUTSIDE,47,0,STREET,HOSPITAL,FALSE,(null),(null),(null),18-24,M,BLACK,"1,026,480","262,584",,,
298009208,12/14/2024,19:25:00,BROOKLYN,OUTSIDE,83,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,M,BLACK,"1,007,159","192,007",40.693663,-73.917385,POINT (-73.917385 40.693663)
297922102,12/12/2024,16:10:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,M,BLACK,"995,727","190,315",40.689041,-73.958614,POINT (-73.958614 40.689041)
297863727,12/11/2024,21:55:00,BRONX,INSIDE,50,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,F,BLACK,"1,009,975","258,835",40.877081,-73.906973,POINT (-73.906973 40.877081)
297743560,12/09/2024,1:00:00,MANHATTAN,INSIDE,10,0,COMMERCIAL,BAR/NIGHT CLUB,FALSE,(null),(null),(null),25-44,M,BLACK,"985,110","216,247",40.760224,-73.996893,POINT (-73.996893 40.760224)
297712292,12/09/2024,0:10:00,BRONX,OUTSIDE,43,0,STREET,(null),FALSE,18-24,M,WHITE HISPANIC,45-64,M,ASIAN / PACIFIC ISLANDER,"1,017,862","241,678",40.829963,-73.87854,POINT (-73.87854 40.829963)
297743561,12/09/2024,1:30:00,MANHATTAN,INSIDE,23,0,HOUSING,PHOTO/COPY STORE,FALSE,(null),(null),(null),45-64,M,BLACK,"1,001,932","228,925",40.795005,-73.936137,POINT (-73.936137 40.795005)
297737363,12/09/2024,16:00:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),TRUE,(null),(null),(null),25-44,M,BLACK,"998,916","174,675",40.646107,-73.94715,POINT (-73.94715 40.646107)
297694906,12/08/2024,0:45:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),FALSE,25-44,M,BLACK,45-64,M,BLACK,"1,009,318","178,259",40.655923,-73.90965,POINT (-73.90965 40.655923)
297694905,12/08/2024,16:41:00,BROOKLYN,OUTSIDE,90,0,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,<18,M,BLACK,"993,758","196,212",40.705229,-73.965706,POINT (-73.965706 40.705229)
297623041,12/06/2024,20:00:00,QUEENS,INSIDE,105,0,DWELLING,PVT HOUSE,FALSE,(null),(null),(null),<18,M,BLACK,"1,052,764","182,849",40.66829,-73.753024,POINT (-73.753024 40.66829)
297623042,12/06/2024,13:06:00,MANHATTAN,OUTSIDE,1,0,STREET,(null),FALSE,25-44,M,BLACK,18-24,M,BLACK HISPANIC,"983,437","201,643",40.72014,-74.00293,POINT (-74.00293 40.72014)
297571889,12/05/2024,13:57:00,BROOKLYN,INSIDE,78,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,"988,405","187,964",40.682595,-73.985016,POINT (-73.985016 40.682595)
297571890,12/05/2024,12:05:00,BROOKLYN,OUTSIDE,69,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),45-64,M,WHITE HISPANIC,"1,014,219","176,358",40.650689,-73.891997,POINT (-73.891997 40.650689)
297571889,12/05/2024,13:57:00,BROOKLYN,INSIDE,78,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,F,WHITE HISPANIC,"988,405","187,964",40.682595,-73.985016,POINT (-73.985016 40.682595)
297565075,12/05/2024,15:34:00,BRONX,OUTSIDE,47,0,STREET,(null),TRUE,25-44,M,BLACK HISPANIC,25-44,M,BLACK,"1,022,218","262,412",40.886853,-73.862682,POINT (-73.862682 40.886853)
297565076,12/05/2024,21:45:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,"1,007,124","177,167",40.652931,-73.917563,POINT (-73.917563 40.652931)
297565075,12/05/2024,15:34:00,BRONX,OUTSIDE,47,0,STREET,(null),FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK,"1,022,218","262,412",40.886853,-73.862682,POINT (-73.862682 40.886853)
297571891,12/05/2024,0:11:00,BRONX,INSIDE,50,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,"1,009,550","258,672",40.876635,-73.908512,POINT (-73.908512 40.876635)
297516719,12/04/2024,21:36:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),FALSE,(null),(null),(null),<18,M,BLACK,"1,001,650","240,575",40.826982,-73.937128,POINT (-73.937128 40.826982)
297508943,12/04/2024,6:46:00,MANHATTAN,OUTSIDE,18,0,COMMERCIAL,HOTEL/MOTEL,TRUE,25-44,M,WHITE,45-64,M,WHITE,"988,451","217,993",,,
297516720,12/04/2024,22:45:00,BROOKLYN,INSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,M,BLACK,"1,006,025","185,468",40.675719,-73.921496,POINT (-73.921496 40.675719)
297517226,12/04/2024,18:37:00,BROOKLYN,OUTSIDE,71,0,STREET,(null),FALSE,(null),(null),(null),<18,M,BLACK,"994,783","183,165",40.669416,-73.962029,POINT (-73.962029 40.669416)
297453566,12/03/2024,23:29:00,QUEENS,OUTSIDE,105,0,STREET,(null),TRUE,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,051,754","181,288",40.664013,-73.756681,POINT (-73.756681 40.664013)
297453074,12/03/2024,18:30:00,BROOKLYN,INSIDE,73,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,010,862","178,621",40.656911,-73.904087,POINT (-73.904087 40.656911)
297354011,12/02/2024,0:09:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),TRUE,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,013,063","186,592",40.678782,-73.896117,POINT (-73.896117 40.678782)
297354010,12/02/2024,4:11:00,QUEENS,OUTSIDE,102,0,STREET,(null),FALSE,25-44,M,BLACK,18-24,M,BLACK,"996,700","217,647",40.76406,-73.955056,POINT (-73.955056 40.76406)
297354010,12/02/2024,4:11:00,QUEENS,OUTSIDE,102,0,STREET,(null),FALSE,18-24,M,BLACK,18-24,M,BLACK,"996,700","217,647",40.76406,-73.955056,POINT (-73.955056 40.76406)
299005777,12/02/2024,19:55:00,MANHATTAN,OUTSIDE,32,0,COMMERCIAL,GROCERY/BODEGA,FALSE,(null),(null),(null),18-24,M,BLACK,"999,874","238,251",40.820614,-73.94355,POINT (-73.94355 40.820614)
297302875,12/01/2024,4:26:00,QUEENS,OUTSIDE,114,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,"1,011,486","222,175",40.776453,-73.901662,POINT (-73.901662 40.776453)
297302874,12/01/2024,0:30:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,"1,001,878","177,629",40.654211,-73.936468,POINT (-73.936468 40.654211)
297327665,12/01/2024,18:10:00,BRONX,OUTSIDE,50,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK HISPANIC,"1,009,588","258,326",40.875683,-73.908378,POINT (-73.908378 40.875683)
297302875,12/01/2024,4:26:00,QUEENS,OUTSIDE,114,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,"1,011,486","222,175",40.776453,-73.901662,POINT (-73.901662 40.776453)
297265384,11/29/2024,13:40:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC,"1,001,724","195,008",40.701911,-73.936979,POINT (-73.936979 40.701911)
297216293,11/28/2024,11:01:00,BRONX,INSIDE,40,0,STREET,GROCERY/BODEGA,FALSE,45-64,M,BLACK HISPANIC,<18,M,BLACK,"1,008,223","238,579",40.821488,-73.913384,POINT (-73.913384 40.821488)
297201104,11/27/2024,14:42:00,BRONX,OUTSIDE,44,0,STREET,(null),TRUE,<18,M,WHITE HISPANIC,25-44,M,BLACK,"1,007,072","239,961",40.825285,-73.917538,POINT (-73.917538 40.825285)
297172827,11/27/2024,8:20:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),FALSE,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,"1,001,577","233,399",40.807287,-73.937407,POINT (-73.937407 40.807287)
297195392,11/27/2024,20:02:00,MANHATTAN,INSIDE,32,0,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),<18,F,BLACK,"1,000,662","237,815",40.819408,-73.940703,POINT (-73.940703 40.819408)
297172826,11/27/2024,5:15:00,QUEENS,INSIDE,115,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,45-64,M,WHITE HISPANIC,25-44,M,BLACK,"1,016,312","214,271",40.754744,-73.884272,POINT (-73.884272 40.754744)
297145620,11/26/2024,17:06:00,BRONX,OUTSIDE,47,0,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),18-24,M,BLACK,"1,026,854","262,287",40.886489,-73.845917,POINT (-73.845917 40.886489)
297145619,11/26/2024,12:15:00,QUEENS,OUTSIDE,113,0,DWELLING,PVT HOUSE,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,051,905","193,863",40.698528,-73.756011,POINT (-73.756011 40.698528)
297073325,11/25/2024,0:05:00,BROOKLYN,INSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK,"999,067","193,149",40.696816,-73.946564,POINT (-73.946564 40.696816)
297034382,11/24/2024,21:19:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),TRUE,(null),(null),(null),18-24,M,BLACK,"999,496","190,300",,,
297030186,11/24/2024,5:50:00,BRONX,OUTSIDE,44,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK HISPANIC,"1,005,061","247,053",40.844754,-73.924783,POINT (-73.924783 40.844754)
297015430,11/24/2024,3:00:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),FALSE,18-24,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER,"989,094","202,787",40.723279,-73.982524,POINT (-73.982524 40.723279)
297030186,11/24/2024,5:50:00,BRONX,OUTSIDE,44,0,STREET,(null),TRUE,(null),(null),(null),18-24,F,BLACK HISPANIC,"1,005,061","247,053",40.844754,-73.924783,POINT (-73.924783 40.844754)
297015430,11/24/2024,3:00:00,MANHATTAN,OUTSIDE,9,0,STREET,(null),FALSE,18-24,M,BLACK,18-24,M,WHITE,"989,094","202,787",40.723279,-73.982524,POINT (-73.982524 40.723279)
297015429,11/24/2024,3:04:00,QUEENS,INSIDE,101,0,(null),BAR/NIGHT CLUB,TRUE,(null),(null),(null),25-44,M,BLACK,"1,052,809","159,159",40.603267,-73.753103,POINT (-73.753103 40.603267)
297034382,11/24/2024,21:19:00,BROOKLYN,OUTSIDE,79,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,"999,496","190,300",,,
297030186,11/24/2024,5:50:00,BRONX,OUTSIDE,44,0,STREET,(null),TRUE,(null),(null),(null),18-24,M,BLACK HISPANIC,"1,005,061","247,053",40.844754,-73.924783,POINT (-73.924783 40.844754)
297030186,11/24/2024,5:50:00,BRONX,OUTSIDE,44,0,STREET,(null),FALSE,(null),(null),(null),18-24,F,BLACK HISPANIC,"1,005,061","247,053",40.844754,-73.924783,POINT (-73.924783 40.844754)
297018622,11/23/2024,23:52:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),FALSE,45-64,M,BLACK,25-44,F,BLACK,"1,017,036","183,890",,,
297012905,11/23/2024,22:34:00,BRONX,OUTSIDE,47,0,STREET,(null),TRUE,25-44,M,BLACK,25-44,M,BLACK HISPANIC,"1,023,283","264,964",40.893855,-73.858817,POINT (-73.858817 40.893855)
296947469,11/22/2024,12:43:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),FALSE,<18,M,BLACK,<18,M,BLACK,"1,008,750","188,248",40.683342,-73.911662,POINT (-73.911662 40.683342)
296949503,11/22/2024,18:30:00,BROOKLYN,OUTSIDE,67,0,DWELLING,(null),FALSE,45-64,M,BLACK,45-64,M,BLACK,"1,005,608","178,950",40.657829,-73.92302,POINT (-73.92302 40.657829)
296960985,11/22/2024,19:54:00,BRONX,OUTSIDE,46,0,STREET,(null),FALSE,(null),(null),(null),25-44,F,WHITE HISPANIC,"1,012,130","252,134",40.85868,-73.899212,POINT (-73.899212 40.85868)
296909032,11/21/2024,16:40:00,STATEN ISLAND,OUTSIDE,120,0,STREET,(null),FALSE,(null),(null),(null),<18,M,BLACK,"959,841","172,627",40.640464,-74.087951,POINT (-74.087951 40.640464)
296909031,11/21/2024,0:25:00,QUEENS,OUTSIDE,103,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,"1,041,717","197,008",,,
296843486,11/20/2024,18:18:00,BRONX,OUTSIDE,40,0,STREET,(null),FALSE,<18,M,BLACK,65+,F,BLACK,"1,009,487","235,826",40.813928,-73.908827,POINT (-73.908827 40.813928)
296843487,11/20/2024,20:55:00,BRONX,OUTSIDE,41,0,STREET,(null),FALSE,45-64,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,"1,013,962","237,422",40.818297,-73.892652,POINT (-73.892652 40.818297)
296778955,11/19/2024,18:32:00,QUEENS,INSIDE,103,0,OTHER,(null),FALSE,45-64,M,BLACK,25-44,F,BLACK,"1,040,022","195,779",40.703871,-73.798848,POINT (-73.798848 40.703871)
296778955,11/19/2024,18:32:00,QUEENS,INSIDE,103,0,OTHER,(null),FALSE,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,"1,040,022","195,779",40.703871,-73.798848,POINT (-73.798848 40.703871)
296710724,11/18/2024,4:43:00,BRONX,OUTSIDE,40,0,STREET,(null),FALSE,(null),(null),(null),18-24,M,BLACK,"1,005,466","235,509",40.81307,-73.923353,POINT (-73.923353 40.81307)
296710725,11/18/2024,19:32:00,BRONX,OUTSIDE,46,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,(null),(null),(null),18-24,M,BLACK,"1,006,825","250,650",40.854625,-73.918393,POINT (-73.918393 40.854625)
296645185,11/17/2024,4:05:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,FALSE,(null),(null),(null),25-44,M,BLACK,"995,600","182,496",40.667581,-73.959086,POINT (-73.959086 40.667581)
296645186,11/17/2024,1:24:00,BRONX,OUTSIDE,48,0,DWELLING,MULTI DWELL - APT BUILD,FALSE,(null),(null),(null),25-44,M,BLACK,"1,012,644","247,600",40.846235,-73.897373,POINT (-73.897373 40.846235)
296655365,11/17/2024,21:54:00,BROOKLYN,OUTSIDE,73,2,HOUSING,MULTI DWELL - PUBLIC HOUS,FALSE,(null),(null),(null),25-44,M,BLACK,"1,010,691","180,903",40.663175,-73.904692,POINT (-73.904692 40.663175)
296645184,11/16/2024,22:30:00,BRONX,OUTSIDE,44,0,TRANSIT,(null),FALSE,18-24,M,BLACK,<18,M,BLACK HISPANIC,"1,006,032","243,764",40.835724,-73.921284,POINT (-73.921284 40.835724)
296574275,11/15/2024,20:30:00,BRONX,OUTSIDE,47,0,STREET,(null),FALSE,(null),(null),(null),45-64,M,BLACK,"1,029,338","264,562",40.89272,-73.836919,POINT (-73.836919 40.89272)
296574274,11/15/2024,21:44:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),FALSE,(null),(null),(null),25-44,M,BLACK,"1,000,558","231,080",,,
296643609,11/15/2024,10:05:00,MANHATTAN,INSIDE,24,0,DWELLING,MULTI DWELL - APT BUILD,TRUE,(null),(null),(null),45-64,M,WHITE HISPANIC,"993,634","227,920",40.792261,-73.966108,POINT (-73.966108 40.792261)
